framework,item_type,parent,skill,learning_outcome,lo_bloom_level,assessment_method,assessment_bloom,skill_outcome_score,outcome_assessment_score,composite_score,program,university
ECSF,skill,Cybersecurity Risk Manager,Build a cybersecurity risk-aware environment,"algorithms, software engineering, it, laws, risk management, vulnerability management and forensics",Apply,project,Create,0.2,0.9,0.48,Master in Cybersecurity,University of Aveiro
ECSF,skill,Cybersecurity Risk Manager,Build a cybersecurity risk-aware environment,"algorithms, software engineering, it, laws, risk management, vulnerability management and forensics",Apply,exam_written,Understand,0.2,0.45,0.3,Master in Cybersecurity,University of Aveiro
ECSF,skill,Cybersecurity Risk Manager,Build a cybersecurity risk-aware environment,"algorithms, software engineering, it, laws, risk management, vulnerability management and forensics",Apply,internship,Apply,0.2,0.95,0.5,Master in Cybersecurity,University of Aveiro
ECSF,skill,Cybersecurity Risk Manager,Propose and manage risk-sharing options,"algorithms, software engineering, it, laws, risk management, vulnerability management and forensics",Apply,project,Create,0.2,0.9,0.48,Master in Cybersecurity,University of Aveiro
ECSF,skill,Cybersecurity Risk Manager,Propose and manage risk-sharing options,"algorithms, software engineering, it, laws, risk management, vulnerability management and forensics",Apply,exam_written,Understand,0.2,0.45,0.3,Master in Cybersecurity,University of Aveiro
ECSF,skill,Cybersecurity Risk Manager,Propose and manage risk-sharing options,"algorithms, software engineering, it, laws, risk management, vulnerability management and forensics",Apply,internship,Apply,0.2,0.95,0.5,Master in Cybersecurity,University of Aveiro
ECSF,knowledge,Cybersecurity Risk Manager,"Risk management standards, methodologies and frameworks","algorithms, software engineering, it, laws, risk management, vulnerability management and forensics",Apply,project,Create,0.4,0.9,0.6,Master in Cybersecurity,University of Aveiro
ECSF,knowledge,Cybersecurity Risk Manager,"Risk management standards, methodologies and frameworks","algorithms, software engineering, it, laws, risk management, vulnerability management and forensics",Apply,exam_written,Understand,0.4,0.45,0.42,Master in Cybersecurity,University of Aveiro
ECSF,knowledge,Cybersecurity Risk Manager,"Risk management standards, methodologies and frameworks","algorithms, software engineering, it, laws, risk management, vulnerability management and forensics",Apply,internship,Apply,0.4,0.95,0.62,Master in Cybersecurity,University of Aveiro
ECSF,knowledge,Cybersecurity Risk Manager,Risk management tools,"algorithms, software engineering, it, laws, risk management, vulnerability management and forensics",Apply,project,Create,0.667,0.9,0.76,Master in Cybersecurity,University of Aveiro
ECSF,knowledge,Cybersecurity Risk Manager,Risk management tools,"algorithms, software engineering, it, laws, risk management, vulnerability management and forensics",Apply,exam_written,Understand,0.667,0.45,0.58,Master in Cybersecurity,University of Aveiro
ECSF,knowledge,Cybersecurity Risk Manager,Risk management tools,"algorithms, software engineering, it, laws, risk management, vulnerability management and forensics",Apply,internship,Apply,0.667,0.95,0.78,Master in Cybersecurity,University of Aveiro
ECSF,knowledge,Cybersecurity Risk Manager,Risk management recommendations and best practices,"algorithms, software engineering, it, laws, risk management, vulnerability management and forensics",Apply,project,Create,0.4,0.9,0.6,Master in Cybersecurity,University of Aveiro
ECSF,knowledge,Cybersecurity Risk Manager,Risk management recommendations and best practices,"algorithms, software engineering, it, laws, risk management, vulnerability management and forensics",Apply,exam_written,Understand,0.4,0.45,0.42,Master in Cybersecurity,University of Aveiro
ECSF,knowledge,Cybersecurity Risk Manager,Risk management recommendations and best practices,"algorithms, software engineering, it, laws, risk management, vulnerability management and forensics",Apply,internship,Apply,0.4,0.95,0.62,Master in Cybersecurity,University of Aveiro
ECSF,knowledge,Digital Forensics Investigator,Digital forensics recommendations and best practices,"algorithms, software engineering, it, laws, risk management, vulnerability management and forensics",Apply,project,Create,0.2,0.9,0.48,Master in Cybersecurity,University of Aveiro
ECSF,knowledge,Digital Forensics Investigator,Digital forensics recommendations and best practices,"algorithms, software engineering, it, laws, risk management, vulnerability management and forensics",Apply,exam_written,Understand,0.2,0.45,0.3,Master in Cybersecurity,University of Aveiro
ECSF,knowledge,Digital Forensics Investigator,Digital forensics recommendations and best practices,"algorithms, software engineering, it, laws, risk management, vulnerability management and forensics",Apply,internship,Apply,0.2,0.95,0.5,Master in Cybersecurity,University of Aveiro
ECSF,knowledge,Digital Forensics Investigator,"Digital forensics standards, methodologies and frameworks","algorithms, software engineering, it, laws, risk management, vulnerability management and forensics",Apply,project,Create,0.2,0.9,0.48,Master in Cybersecurity,University of Aveiro
ECSF,knowledge,Digital Forensics Investigator,"Digital forensics standards, methodologies and frameworks","algorithms, software engineering, it, laws, risk management, vulnerability management and forensics",Apply,exam_written,Understand,0.2,0.45,0.3,Master in Cybersecurity,University of Aveiro
ECSF,knowledge,Digital Forensics Investigator,"Digital forensics standards, methodologies and frameworks","algorithms, software engineering, it, laws, risk management, vulnerability management and forensics",Apply,internship,Apply,0.2,0.95,0.5,Master in Cybersecurity,University of Aveiro
ECSF,knowledge,Digital Forensics Investigator,Digital forensics analysis procedures,"algorithms, software engineering, it, laws, risk management, vulnerability management and forensics",Apply,project,Create,0.25,0.9,0.51,Master in Cybersecurity,University of Aveiro
ECSF,knowledge,Digital Forensics Investigator,Digital forensics analysis procedures,"algorithms, software engineering, it, laws, risk management, vulnerability management and forensics",Apply,exam_written,Understand,0.25,0.45,0.33,Master in Cybersecurity,University of Aveiro
ECSF,knowledge,Digital Forensics Investigator,Digital forensics analysis procedures,"algorithms, software engineering, it, laws, risk management, vulnerability management and forensics",Apply,internship,Apply,0.25,0.95,0.53,Master in Cybersecurity,University of Aveiro
ECSF,knowledge,Digital Forensics Investigator,"Cybersecurity related laws, regulations and legislations","algorithms, software engineering, it, laws, risk management, vulnerability management and forensics",Apply,project,Create,0.2,0.9,0.48,Master in Cybersecurity,University of Aveiro
ECSF,knowledge,Digital Forensics Investigator,"Cybersecurity related laws, regulations and legislations","algorithms, software engineering, it, laws, risk management, vulnerability management and forensics",Apply,exam_written,Understand,0.2,0.45,0.3,Master in Cybersecurity,University of Aveiro
ECSF,knowledge,Digital Forensics Investigator,"Cybersecurity related laws, regulations and legislations","algorithms, software engineering, it, laws, risk management, vulnerability management and forensics",Apply,internship,Apply,0.2,0.95,0.5,Master in Cybersecurity,University of Aveiro
ECSF,skill,Penetration Tester,Perform social engineering,"algorithms, software engineering, it, laws, risk management, vulnerability management and forensics",Apply,project,Create,0.333,0.9,0.56,Master in Cybersecurity,University of Aveiro
ECSF,skill,Penetration Tester,Perform social engineering,"algorithms, software engineering, it, laws, risk management, vulnerability management and forensics",Apply,exam_written,Understand,0.333,0.45,0.38,Master in Cybersecurity,University of Aveiro
ECSF,skill,Penetration Tester,Perform social engineering,"algorithms, software engineering, it, laws, risk management, vulnerability management and forensics",Apply,internship,Apply,0.333,0.95,0.58,Master in Cybersecurity,University of Aveiro
NICE,role,Oversight & Governance,Communications Security (COMSEC) Management,"algorithms, software engineering, it, laws, risk management, vulnerability management and forensics",Apply,project,Create,0.25,0.9,0.51,Master in Cybersecurity,University of Aveiro
NICE,role,Oversight & Governance,Communications Security (COMSEC) Management,"algorithms, software engineering, it, laws, risk management, vulnerability management and forensics",Apply,exam_written,Understand,0.25,0.45,0.33,Master in Cybersecurity,University of Aveiro
NICE,role,Oversight & Governance,Communications Security (COMSEC) Management,"algorithms, software engineering, it, laws, risk management, vulnerability management and forensics",Apply,internship,Apply,0.25,0.95,0.53,Master in Cybersecurity,University of Aveiro
NICE,role,Oversight & Governance,Cybersecurity Workforce Management,"algorithms, software engineering, it, laws, risk management, vulnerability management and forensics",Apply,project,Create,0.333,0.9,0.56,Master in Cybersecurity,University of Aveiro
NICE,role,Oversight & Governance,Cybersecurity Workforce Management,"algorithms, software engineering, it, laws, risk management, vulnerability management and forensics",Apply,exam_written,Understand,0.333,0.45,0.38,Master in Cybersecurity,University of Aveiro
NICE,role,Oversight & Governance,Cybersecurity Workforce Management,"algorithms, software engineering, it, laws, risk management, vulnerability management and forensics",Apply,internship,Apply,0.333,0.95,0.58,Master in Cybersecurity,University of Aveiro
NICE,role,Oversight & Governance,Product Support Management,"algorithms, software engineering, it, laws, risk management, vulnerability management and forensics",Apply,project,Create,0.333,0.9,0.56,Master in Cybersecurity,University of Aveiro
NICE,role,Oversight & Governance,Product Support Management,"algorithms, software engineering, it, laws, risk management, vulnerability management and forensics",Apply,exam_written,Understand,0.333,0.45,0.38,Master in Cybersecurity,University of Aveiro
NICE,role,Oversight & Governance,Product Support Management,"algorithms, software engineering, it, laws, risk management, vulnerability management and forensics",Apply,internship,Apply,0.333,0.95,0.58,Master in Cybersecurity,University of Aveiro
NICE,role,Oversight & Governance,Program Management ,"algorithms, software engineering, it, laws, risk management, vulnerability management and forensics",Apply,project,Create,0.5,0.9,0.66,Master in Cybersecurity,University of Aveiro
NICE,role,Oversight & Governance,Program Management ,"algorithms, software engineering, it, laws, risk management, vulnerability management and forensics",Apply,exam_written,Understand,0.5,0.45,0.48,Master in Cybersecurity,University of Aveiro
NICE,role,Oversight & Governance,Program Management ,"algorithms, software engineering, it, laws, risk management, vulnerability management and forensics",Apply,internship,Apply,0.5,0.95,0.68,Master in Cybersecurity,University of Aveiro
NICE,role,Oversight & Governance,Secure Project Management,"algorithms, software engineering, it, laws, risk management, vulnerability management and forensics",Apply,project,Create,0.333,0.9,0.56,Master in Cybersecurity,University of Aveiro
NICE,role,Oversight & Governance,Secure Project Management,"algorithms, software engineering, it, laws, risk management, vulnerability management and forensics",Apply,exam_written,Understand,0.333,0.45,0.38,Master in Cybersecurity,University of Aveiro
NICE,role,Oversight & Governance,Secure Project Management,"algorithms, software engineering, it, laws, risk management, vulnerability management and forensics",Apply,internship,Apply,0.333,0.95,0.58,Master in Cybersecurity,University of Aveiro
NICE,role,Oversight & Governance,Systems Security Management,"algorithms, software engineering, it, laws, risk management, vulnerability management and forensics",Apply,project,Create,0.333,0.9,0.56,Master in Cybersecurity,University of Aveiro
NICE,role,Oversight & Governance,Systems Security Management,"algorithms, software engineering, it, laws, risk management, vulnerability management and forensics",Apply,exam_written,Understand,0.333,0.45,0.38,Master in Cybersecurity,University of Aveiro
NICE,role,Oversight & Governance,Systems Security Management,"algorithms, software engineering, it, laws, risk management, vulnerability management and forensics",Apply,internship,Apply,0.333,0.95,0.58,Master in Cybersecurity,University of Aveiro
NICE,role,Oversight & Governance,Technology Portfolio Management,"algorithms, software engineering, it, laws, risk management, vulnerability management and forensics",Apply,project,Create,0.333,0.9,0.56,Master in Cybersecurity,University of Aveiro
NICE,role,Oversight & Governance,Technology Portfolio Management,"algorithms, software engineering, it, laws, risk management, vulnerability management and forensics",Apply,exam_written,Understand,0.333,0.45,0.38,Master in Cybersecurity,University of Aveiro
NICE,role,Oversight & Governance,Technology Portfolio Management,"algorithms, software engineering, it, laws, risk management, vulnerability management and forensics",Apply,internship,Apply,0.333,0.95,0.58,Master in Cybersecurity,University of Aveiro
NICE,role,Design & Development,Secure Software Development,"algorithms, software engineering, it, laws, risk management, vulnerability management and forensics",Apply,project,Create,0.333,0.9,0.56,Master in Cybersecurity,University of Aveiro
NICE,role,Design & Development,Secure Software Development,"algorithms, software engineering, it, laws, risk management, vulnerability management and forensics",Apply,exam_written,Understand,0.333,0.45,0.38,Master in Cybersecurity,University of Aveiro
NICE,role,Design & Development,Secure Software Development,"algorithms, software engineering, it, laws, risk management, vulnerability management and forensics",Apply,internship,Apply,0.333,0.95,0.58,Master in Cybersecurity,University of Aveiro
NICE,role,Design & Development,Software Security Assessment,"algorithms, software engineering, it, laws, risk management, vulnerability management and forensics",Apply,project,Create,0.333,0.9,0.56,Master in Cybersecurity,University of Aveiro
NICE,role,Design & Development,Software Security Assessment,"algorithms, software engineering, it, laws, risk management, vulnerability management and forensics",Apply,exam_written,Understand,0.333,0.45,0.38,Master in Cybersecurity,University of Aveiro
NICE,role,Design & Development,Software Security Assessment,"algorithms, software engineering, it, laws, risk management, vulnerability management and forensics",Apply,internship,Apply,0.333,0.95,0.58,Master in Cybersecurity,University of Aveiro
NICE,role,Design & Development,Operational Technology (OT) Cybersecurity Engineering,"algorithms, software engineering, it, laws, risk management, vulnerability management and forensics",Apply,project,Create,0.25,0.9,0.51,Master in Cybersecurity,University of Aveiro
NICE,role,Design & Development,Operational Technology (OT) Cybersecurity Engineering,"algorithms, software engineering, it, laws, risk management, vulnerability management and forensics",Apply,exam_written,Understand,0.25,0.45,0.33,Master in Cybersecurity,University of Aveiro
NICE,role,Design & Development,Operational Technology (OT) Cybersecurity Engineering,"algorithms, software engineering, it, laws, risk management, vulnerability management and forensics",Apply,internship,Apply,0.25,0.95,0.53,Master in Cybersecurity,University of Aveiro
NICE,role,Implementation & Operation,Knowledge Management,"algorithms, software engineering, it, laws, risk management, vulnerability management and forensics",Apply,project,Create,0.5,0.9,0.66,Master in Cybersecurity,University of Aveiro
NICE,role,Implementation & Operation,Knowledge Management,"algorithms, software engineering, it, laws, risk management, vulnerability management and forensics",Apply,exam_written,Understand,0.5,0.45,0.48,Master in Cybersecurity,University of Aveiro
NICE,role,Implementation & Operation,Knowledge Management,"algorithms, software engineering, it, laws, risk management, vulnerability management and forensics",Apply,internship,Apply,0.5,0.95,0.68,Master in Cybersecurity,University of Aveiro
NICE,role,Protection & Defense,Digital Forensics ,"algorithms, software engineering, it, laws, risk management, vulnerability management and forensics",Apply,project,Create,0.5,0.9,0.66,Master in Cybersecurity,University of Aveiro
NICE,role,Protection & Defense,Digital Forensics ,"algorithms, software engineering, it, laws, risk management, vulnerability management and forensics",Apply,exam_written,Understand,0.5,0.45,0.48,Master in Cybersecurity,University of Aveiro
NICE,role,Protection & Defense,Digital Forensics ,"algorithms, software engineering, it, laws, risk management, vulnerability management and forensics",Apply,internship,Apply,0.5,0.95,0.68,Master in Cybersecurity,University of Aveiro
NICE,role,Protection & Defense,Vulnerability Analysis,"algorithms, software engineering, it, laws, risk management, vulnerability management and forensics",Apply,project,Create,0.5,0.9,0.66,Master in Cybersecurity,University of Aveiro
NICE,role,Protection & Defense,Vulnerability Analysis,"algorithms, software engineering, it, laws, risk management, vulnerability management and forensics",Apply,exam_written,Understand,0.5,0.45,0.48,Master in Cybersecurity,University of Aveiro
NICE,role,Protection & Defense,Vulnerability Analysis,"algorithms, software engineering, it, laws, risk management, vulnerability management and forensics",Apply,internship,Apply,0.5,0.95,0.68,Master in Cybersecurity,University of Aveiro
JRC,domain,Knowledge domain,Trust Management and Accountability,"algorithms, software engineering, it, laws, risk management, vulnerability management and forensics",Apply,project,Create,0.333,0.9,0.56,Master in Cybersecurity,University of Aveiro
JRC,domain,Knowledge domain,Trust Management and Accountability,"algorithms, software engineering, it, laws, risk management, vulnerability management and forensics",Apply,exam_written,Understand,0.333,0.45,0.38,Master in Cybersecurity,University of Aveiro
JRC,domain,Knowledge domain,Trust Management and Accountability,"algorithms, software engineering, it, laws, risk management, vulnerability management and forensics",Apply,internship,Apply,0.333,0.95,0.58,Master in Cybersecurity,University of Aveiro
JRC,technology,Knowledge domain,Anti-forensics and malware analytics,"algorithms, software engineering, it, laws, risk management, vulnerability management and forensics",Apply,project,Create,0.25,0.9,0.51,Master in Cybersecurity,University of Aveiro
JRC,technology,Knowledge domain,Anti-forensics and malware analytics,"algorithms, software engineering, it, laws, risk management, vulnerability management and forensics",Apply,exam_written,Understand,0.25,0.45,0.33,Master in Cybersecurity,University of Aveiro
JRC,technology,Knowledge domain,Anti-forensics and malware analytics,"algorithms, software engineering, it, laws, risk management, vulnerability management and forensics",Apply,internship,Apply,0.25,0.95,0.53,Master in Cybersecurity,University of Aveiro
JRC,domain,Knowledge domain,Incident Handling and Digital Forensics,"algorithms, software engineering, it, laws, risk management, vulnerability management and forensics",Apply,project,Create,0.25,0.9,0.51,Master in Cybersecurity,University of Aveiro
JRC,domain,Knowledge domain,Incident Handling and Digital Forensics,"algorithms, software engineering, it, laws, risk management, vulnerability management and forensics",Apply,exam_written,Understand,0.25,0.45,0.33,Master in Cybersecurity,University of Aveiro
JRC,domain,Knowledge domain,Incident Handling and Digital Forensics,"algorithms, software engineering, it, laws, risk management, vulnerability management and forensics",Apply,internship,Apply,0.25,0.95,0.53,Master in Cybersecurity,University of Aveiro
JRC,domain,Knowledge domain,Security Management and Governance,"algorithms, software engineering, it, laws, risk management, vulnerability management and forensics",Apply,project,Create,0.333,0.9,0.56,Master in Cybersecurity,University of Aveiro
JRC,domain,Knowledge domain,Security Management and Governance,"algorithms, software engineering, it, laws, risk management, vulnerability management and forensics",Apply,exam_written,Understand,0.333,0.45,0.38,Master in Cybersecurity,University of Aveiro
JRC,domain,Knowledge domain,Security Management and Governance,"algorithms, software engineering, it, laws, risk management, vulnerability management and forensics",Apply,internship,Apply,0.333,0.95,0.58,Master in Cybersecurity,University of Aveiro
JRC,domain,Knowledge domain,Software and Hardware Security Engineering,"algorithms, software engineering, it, laws, risk management, vulnerability management and forensics",Apply,project,Create,0.5,0.9,0.66,Master in Cybersecurity,University of Aveiro
JRC,domain,Knowledge domain,Software and Hardware Security Engineering,"algorithms, software engineering, it, laws, risk management, vulnerability management and forensics",Apply,exam_written,Understand,0.5,0.45,0.48,Master in Cybersecurity,University of Aveiro
JRC,domain,Knowledge domain,Software and Hardware Security Engineering,"algorithms, software engineering, it, laws, risk management, vulnerability management and forensics",Apply,internship,Apply,0.5,0.95,0.68,Master in Cybersecurity,University of Aveiro
JRC,domain,Knowledge domain,Identity Management,"algorithms, software engineering, it, laws, risk management, vulnerability management and forensics",Apply,project,Create,0.5,0.9,0.66,Master in Cybersecurity,University of Aveiro
JRC,domain,Knowledge domain,Identity Management,"algorithms, software engineering, it, laws, risk management, vulnerability management and forensics",Apply,exam_written,Understand,0.5,0.45,0.48,Master in Cybersecurity,University of Aveiro
JRC,domain,Knowledge domain,Identity Management,"algorithms, software engineering, it, laws, risk management, vulnerability management and forensics",Apply,internship,Apply,0.5,0.95,0.68,Master in Cybersecurity,University of Aveiro
JRC,technology,Knowledge domain,Crypto material management,"algorithms, software engineering, it, laws, risk management, vulnerability management and forensics",Apply,project,Create,0.333,0.9,0.56,Master in Cybersecurity,University of Aveiro
JRC,technology,Knowledge domain,Crypto material management,"algorithms, software engineering, it, laws, risk management, vulnerability management and forensics",Apply,exam_written,Understand,0.333,0.45,0.38,Master in Cybersecurity,University of Aveiro
JRC,technology,Knowledge domain,Crypto material management,"algorithms, software engineering, it, laws, risk management, vulnerability management and forensics",Apply,internship,Apply,0.333,0.95,0.58,Master in Cybersecurity,University of Aveiro
JRC,domain,Use case,Disaster resilience and crisis management,"algorithms, software engineering, it, laws, risk management, vulnerability management and forensics",Apply,project,Create,0.25,0.9,0.51,Master in Cybersecurity,University of Aveiro
JRC,domain,Use case,Disaster resilience and crisis management,"algorithms, software engineering, it, laws, risk management, vulnerability management and forensics",Apply,exam_written,Understand,0.25,0.45,0.33,Master in Cybersecurity,University of Aveiro
JRC,domain,Use case,Disaster resilience and crisis management,"algorithms, software engineering, it, laws, risk management, vulnerability management and forensics",Apply,internship,Apply,0.25,0.95,0.53,Master in Cybersecurity,University of Aveiro
JRC,technology,Knowledge domain,Cybersecurity and cyber-safety co-engineering,"algorithms, software engineering, it, laws, risk management, vulnerability management and forensics",Apply,project,Create,0.25,0.9,0.51,Master in Cybersecurity,University of Aveiro
JRC,technology,Knowledge domain,Cybersecurity and cyber-safety co-engineering,"algorithms, software engineering, it, laws, risk management, vulnerability management and forensics",Apply,exam_written,Understand,0.25,0.45,0.33,Master in Cybersecurity,University of Aveiro
JRC,technology,Knowledge domain,Cybersecurity and cyber-safety co-engineering,"algorithms, software engineering, it, laws, risk management, vulnerability management and forensics",Apply,internship,Apply,0.25,0.95,0.53,Master in Cybersecurity,University of Aveiro
JRC,technology,Knowledge domain,"Design, implementation, and operation of data management systems that include security and privacy functions","algorithms, software engineering, it, laws, risk management, vulnerability management and forensics",Apply,project,Create,0.1,0.9,0.42,Master in Cybersecurity,University of Aveiro
JRC,technology,Knowledge domain,"Design, implementation, and operation of data management systems that include security and privacy functions","algorithms, software engineering, it, laws, risk management, vulnerability management and forensics",Apply,exam_written,Understand,0.1,0.45,0.24,Master in Cybersecurity,University of Aveiro
JRC,technology,Knowledge domain,"Design, implementation, and operation of data management systems that include security and privacy functions","algorithms, software engineering, it, laws, risk management, vulnerability management and forensics",Apply,internship,Apply,0.1,0.95,0.44,Master in Cybersecurity,University of Aveiro
JRC,technology,Knowledge domain,Digital Rights Management,"algorithms, software engineering, it, laws, risk management, vulnerability management and forensics",Apply,project,Create,0.333,0.9,0.56,Master in Cybersecurity,University of Aveiro
JRC,technology,Knowledge domain,Digital Rights Management,"algorithms, software engineering, it, laws, risk management, vulnerability management and forensics",Apply,exam_written,Understand,0.333,0.45,0.38,Master in Cybersecurity,University of Aveiro
JRC,technology,Knowledge domain,Digital Rights Management,"algorithms, software engineering, it, laws, risk management, vulnerability management and forensics",Apply,internship,Apply,0.333,0.95,0.58,Master in Cybersecurity,University of Aveiro
JRC,technology,Knowledge domain,Privacy requirements for data management systems,"algorithms, software engineering, it, laws, risk management, vulnerability management and forensics",Apply,project,Create,0.2,0.9,0.48,Master in Cybersecurity,University of Aveiro
JRC,technology,Knowledge domain,Privacy requirements for data management systems,"algorithms, software engineering, it, laws, risk management, vulnerability management and forensics",Apply,exam_written,Understand,0.2,0.45,0.3,Master in Cybersecurity,University of Aveiro
JRC,technology,Knowledge domain,Privacy requirements for data management systems,"algorithms, software engineering, it, laws, risk management, vulnerability management and forensics",Apply,internship,Apply,0.2,0.95,0.5,Master in Cybersecurity,University of Aveiro
JRC,technology,Knowledge domain,Risk analysis and attacks with respect to de-anonymization or data re-identification,"algorithms, software engineering, it, laws, risk management, vulnerability management and forensics",Apply,project,Create,0.143,0.9,0.446,Master in Cybersecurity,University of Aveiro
JRC,technology,Knowledge domain,Risk analysis and attacks with respect to de-anonymization or data re-identification,"algorithms, software engineering, it, laws, risk management, vulnerability management and forensics",Apply,exam_written,Understand,0.143,0.45,0.266,Master in Cybersecurity,University of Aveiro
JRC,technology,Knowledge domain,Risk analysis and attacks with respect to de-anonymization or data re-identification,"algorithms, software engineering, it, laws, risk management, vulnerability management and forensics",Apply,internship,Apply,0.143,0.95,0.466,Master in Cybersecurity,University of Aveiro
JRC,technology,Knowledge domain,Policy issues related to digital forensics,"algorithms, software engineering, it, laws, risk management, vulnerability management and forensics",Apply,project,Create,0.2,0.9,0.48,Master in Cybersecurity,University of Aveiro
JRC,technology,Knowledge domain,Policy issues related to digital forensics,"algorithms, software engineering, it, laws, risk management, vulnerability management and forensics",Apply,exam_written,Understand,0.2,0.45,0.3,Master in Cybersecurity,University of Aveiro
JRC,technology,Knowledge domain,Policy issues related to digital forensics,"algorithms, software engineering, it, laws, risk management, vulnerability management and forensics",Apply,internship,Apply,0.2,0.95,0.5,Master in Cybersecurity,University of Aveiro
JRC,technology,Knowledge domain,Enhancing risk perception,"algorithms, software engineering, it, laws, risk management, vulnerability management and forensics",Apply,project,Create,0.333,0.9,0.56,Master in Cybersecurity,University of Aveiro
JRC,technology,Knowledge domain,Enhancing risk perception,"algorithms, software engineering, it, laws, risk management, vulnerability management and forensics",Apply,exam_written,Understand,0.333,0.45,0.38,Master in Cybersecurity,University of Aveiro
JRC,technology,Knowledge domain,Enhancing risk perception,"algorithms, software engineering, it, laws, risk management, vulnerability management and forensics",Apply,internship,Apply,0.333,0.95,0.58,Master in Cybersecurity,University of Aveiro
JRC,technology,Knowledge domain,"Formal specification, analysis, and verification of software and hardware","algorithms, software engineering, it, laws, risk management, vulnerability management and forensics",Apply,project,Create,0.167,0.9,0.46,Master in Cybersecurity,University of Aveiro
JRC,technology,Knowledge domain,"Formal specification, analysis, and verification of software and hardware","algorithms, software engineering, it, laws, risk management, vulnerability management and forensics",Apply,exam_written,Understand,0.167,0.45,0.28,Master in Cybersecurity,University of Aveiro
JRC,technology,Knowledge domain,"Formal specification, analysis, and verification of software and hardware","algorithms, software engineering, it, laws, risk management, vulnerability management and forensics",Apply,internship,Apply,0.167,0.95,0.48,Master in Cybersecurity,University of Aveiro
JRC,technology,Knowledge domain,"Governance aspects of incident management, disaster recovery, business continuity","algorithms, software engineering, it, laws, risk management, vulnerability management and forensics",Apply,project,Create,0.125,0.9,0.435,Master in Cybersecurity,University of Aveiro
JRC,technology,Knowledge domain,"Governance aspects of incident management, disaster recovery, business continuity","algorithms, software engineering, it, laws, risk management, vulnerability management and forensics",Apply,exam_written,Understand,0.125,0.45,0.255,Master in Cybersecurity,University of Aveiro
JRC,technology,Knowledge domain,"Governance aspects of incident management, disaster recovery, business continuity","algorithms, software engineering, it, laws, risk management, vulnerability management and forensics",Apply,internship,Apply,0.125,0.95,0.455,Master in Cybersecurity,University of Aveiro
JRC,technology,Knowledge domain,"Identity and attribute management models, frameworks, applications, technologies, and tools","algorithms, software engineering, it, laws, risk management, vulnerability management and forensics",Apply,project,Create,0.125,0.9,0.435,Master in Cybersecurity,University of Aveiro
JRC,technology,Knowledge domain,"Identity and attribute management models, frameworks, applications, technologies, and tools","algorithms, software engineering, it, laws, risk management, vulnerability management and forensics",Apply,exam_written,Understand,0.125,0.45,0.255,Master in Cybersecurity,University of Aveiro
JRC,technology,Knowledge domain,"Identity and attribute management models, frameworks, applications, technologies, and tools","algorithms, software engineering, it, laws, risk management, vulnerability management and forensics",Apply,internship,Apply,0.125,0.95,0.455,Master in Cybersecurity,University of Aveiro
JRC,technology,Knowledge domain,Legal aspects of identity management,"algorithms, software engineering, it, laws, risk management, vulnerability management and forensics",Apply,project,Create,0.25,0.9,0.51,Master in Cybersecurity,University of Aveiro
JRC,technology,Knowledge domain,Legal aspects of identity management,"algorithms, software engineering, it, laws, risk management, vulnerability management and forensics",Apply,exam_written,Understand,0.25,0.45,0.33,Master in Cybersecurity,University of Aveiro
JRC,technology,Knowledge domain,Legal aspects of identity management,"algorithms, software engineering, it, laws, risk management, vulnerability management and forensics",Apply,internship,Apply,0.25,0.95,0.53,Master in Cybersecurity,University of Aveiro
JRC,technology,Knowledge domain,Identity management quality assurance,"algorithms, software engineering, it, laws, risk management, vulnerability management and forensics",Apply,project,Create,0.25,0.9,0.51,Master in Cybersecurity,University of Aveiro
JRC,technology,Knowledge domain,Identity management quality assurance,"algorithms, software engineering, it, laws, risk management, vulnerability management and forensics",Apply,exam_written,Understand,0.25,0.45,0.33,Master in Cybersecurity,University of Aveiro
JRC,technology,Knowledge domain,Identity management quality assurance,"algorithms, software engineering, it, laws, risk management, vulnerability management and forensics",Apply,internship,Apply,0.25,0.95,0.53,Master in Cybersecurity,University of Aveiro
JRC,technology,Knowledge domain,Privacy and identity management,"algorithms, software engineering, it, laws, risk management, vulnerability management and forensics",Apply,project,Create,0.333,0.9,0.56,Master in Cybersecurity,University of Aveiro
JRC,technology,Knowledge domain,Privacy and identity management,"algorithms, software engineering, it, laws, risk management, vulnerability management and forensics",Apply,exam_written,Understand,0.333,0.45,0.38,Master in Cybersecurity,University of Aveiro
JRC,technology,Knowledge domain,Privacy and identity management,"algorithms, software engineering, it, laws, risk management, vulnerability management and forensics",Apply,internship,Apply,0.333,0.95,0.58,Master in Cybersecurity,University of Aveiro
JRC,technology,Knowledge domain,"Protocols and frameworks for authentication, authorization, and rights management","algorithms, software engineering, it, laws, risk management, vulnerability management and forensics",Apply,project,Create,0.167,0.9,0.46,Master in Cybersecurity,University of Aveiro
JRC,technology,Knowledge domain,"Protocols and frameworks for authentication, authorization, and rights management","algorithms, software engineering, it, laws, risk management, vulnerability management and forensics",Apply,exam_written,Understand,0.167,0.45,0.28,Master in Cybersecurity,University of Aveiro
JRC,technology,Knowledge domain,"Protocols and frameworks for authentication, authorization, and rights management","algorithms, software engineering, it, laws, risk management, vulnerability management and forensics",Apply,internship,Apply,0.167,0.95,0.48,Master in Cybersecurity,University of Aveiro
